Order_ID,Date,Financial_Year,Quarter,Month,Region,Department,Product,Customer_Segment,Salesperson,Units_Sold,Sales_Revenue,COGS,Gross_Profit,Operating_Expenses,Net_Profit,Budget_Sales,Sales_Variance,Profit_Margin_Percent,Growth_Percent,Currency
ORD-104324,07-05-2024,FY2024,Q2,May,East,Furniture,Office Chair,Consumer,Vikas,4,81102.7,56079.06,25023.64,12243.98,12779.66,88073.2,-6970.5,15.76,7.25,INR
ORD-103910,07-05-2024,FY2024,Q2,May,East,Furniture,Cabinet,Consumer,Priya,12,405716.64,312621.66,93094.98,35322.21,57772.77,418564.31,-12847.67,14.24,16.34,INR
ORD-102406,08-05-2024,FY2024,Q2,May,South,Office Supplies,File Folder,Consumer,Anjali,5,76327.44,44348.93,31978.51,10304.86,21673.65,77959.91,-1632.47,28.4,6.98,INR
ORD-103304,08-05-2024,FY2024,Q2,May,South,Consumer Goods,Calculator,Consumer,Vikas,17,817836.77,606989.18,210847.58,179780.91,31066.67,866362.58,-48525.81,3.8,24.02,INR
ORD-101619,08-05-2024,FY2024,Q2,May,South,Consumer Goods,Headphones,Consumer,Vikas,13,48296.89,33387.54,14909.35,5174.24,9735.11,49302.26,-1005.37,20.16,15.74,INR
ORD-100989,08-05-2024,FY2024,Q2,May,East,Office Supplies,Paper Pack,Corporate,Neha,18,580275.97,336450.92,243825.05,114552.97,129272.08,547233.61,33042.36,22.28,13.75,INR
ORD-104137,08-05-2024,FY2024,Q2,May,South,Healthcare,Medical Kit,Corporate,Sneha,13,334974.73,194521.1,140453.63,35165.98,105287.65,364092.92,-29118.2,31.43,8.16,INR
ORD-101559,08-05-2024,FY2024,Q2,May,South,Consumer Goods,Calculator,Corporate,Anjali,6,248313,174003.07,74309.93,50602.84,23707.09,256664.08,-8351.08,9.55,1.39,INR
ORD-103728,08-05-2024,FY2024,Q2,May,East,Healthcare,Gloves,Corporate,Anjali,2,78981.15,49021.49,29959.66,14534.41,15425.25,82848.81,-3867.66,19.53,14.81,INR
ORD-104398,09-05-2024,FY2024,Q2,May,West,Furniture,Bookshelf,Consumer,Sneha,12,48709.57,34622.57,14087.01,6650.63,7436.38,53425.05,-4715.48,15.27,-4.16,INR
ORD-104179,09-05-2024,FY2024,Q2,May,West,Consumer Goods,Calculator,Corporate,Neha,15,519643.65,393422.59,126221.06,83181.39,43039.67,544438.35,-24794.7,8.28,12.3,INR
ORD-102962,09-05-2024,FY2024,Q2,May,North,Technology,Smartphone,Corporate,Vikas,16,199759.64,119005.11,80754.54,29599.31,51155.22,213570.15,-13810.51,25.61,2.12,INR
ORD-103392,09-05-2024,FY2024,Q2,May,South,Office Supplies,Notebook,Consumer,Priya,19,538869.84,302850.53,236019.31,97734.52,138284.79,499856.92,39012.91,25.66,11.14,INR
ORD-104680,09-05-2024,FY2024,Q2,May,North,Consumer Goods,Calculator,Consumer,Neha,15,153435.6,110584.59,42851.01,29397.16,13453.85,139152.99,14282.61,8.77,2.7,INR
ORD-101521,09-05-2024,FY2024,Q2,May,West,Consumer Goods,Headphones,Consumer,Sneha,4,90147.13,48932.53,41214.6,11286.95,29927.65,86503.9,3643.23,33.2,-0.34,INR
ORD-104054,10-05-2024,FY2024,Q2,May,South,Healthcare,Medical Kit,Small Business,Priya,6,20691.27,13085.41,7605.86,3602.02,4003.84,20022.72,668.55,19.35,24.78,INR
ORD-103078,10-05-2024,FY2024,Q2,May,North,Office Supplies,Stapler,Consumer,Amit,15,303893,211363.01,92529.99,62208.74,30321.26,318178.05,-14285.04,9.98,15.95,INR
ORD-100370,11-05-2024,FY2024,Q2,May,West,Furniture,Conference Table,Consumer,Amit,19,416479.06,256517.01,159962.05,62980.07,96981.98,420375.07,-3896.01,23.29,-7.92,INR
ORD-101977,11-05-2024,FY2024,Q2,May,North,Technology,Smartphone,Consumer,Vikas,18,472537.91,316584.35,155953.56,70082.98,85870.58,438383.51,34154.4,18.17,-1.93,INR
ORD-101108,11-05-2024,FY2024,Q2,May,West,Technology,Tablet,Corporate,Neha,4,190574.24,139459.84,51114.41,40858.21,10256.2,198951.96,-8377.72,5.38,-5.59,INR
ORD-101869,11-05-2024,FY2024,Q2,May,West,Healthcare,Medical Kit,Corporate,Amit,5,195560.33,105929.34,89630.99,19897.77,69733.22,208284.17,-12723.83,35.66,11.65,INR
ORD-100250,11-05-2024,FY2024,Q2,May,South,Furniture,Cabinet,Corporate,Amit,19,928212.54,635995.73,292216.81,83177.31,209039.5,981688.01,-53475.47,22.52,7.41,INR
ORD-101597,12-05-2024,FY2024,Q2,May,South,Consumer Goods,Backpack,Consumer,Priya,5,152603.27,83648.9,68954.37,27249.72,41704.66,169089.62,-16486.35,27.33,-0.77,INR
ORD-103868,12-05-2024,FY2024,Q2,May,North,Technology,Laptop,Small Business,Priya,15,414890.39,304912.46,109977.93,63342.97,46634.96,385745.75,29144.64,11.24,-0.04,INR
ORD-100382,13-05-2024,FY2024,Q2,May,South,Technology,Printer,Corporate,Rohit,2,96460.64,74211.2,22249.43,17782.27,4467.16,101692.76,-5232.13,4.63,9.55,INR
ORD-103618,13-05-2024,FY2024,Q2,May,East,Office Supplies,Paper Pack,Consumer,Priya,12,411672.54,226304.61,185367.92,70689.52,114678.41,450133.65,-38461.12,27.86,-4.4,INR
ORD-103464,13-05-2024,FY2024,Q2,May,East,Furniture,Bookshelf,Corporate,Priya,12,544028.91,290767.85,253261.06,106779.77,146481.29,559415.17,-15386.26,26.93,6.65,INR
ORD-101927,13-05-2024,FY2024,Q2,May,East,Furniture,Cabinet,Consumer,Priya,15,448531.48,329123.33,119408.15,58598.51,60809.64,446543.21,1988.27,13.56,-5.52,INR
ORD-103408,13-05-2024,FY2024,Q2,May,North,Furniture,Desk,Corporate,Rahul,2,51017.23,34325.39,16691.84,5228.59,11463.25,53841.15,-2823.92,22.47,23.5,INR
ORD-102649,13-05-2024,FY2024,Q2,May,East,Technology,Smartphone,Consumer,Vikas,9,357979.32,206161.5,151817.82,30068.11,121749.71,387630.24,-29650.92,34.01,9.54,INR
ORD-103912,13-05-2024,FY2024,Q2,May,West,Technology,Tablet,Small Business,Amit,4,65975.68,35726.39,30249.29,6091.97,24157.31,60232.54,5743.14,36.62,1.77,INR
ORD-102029,14-05-2024,FY2024,Q2,May,Central,Technology,Monitor,Corporate,Neha,8,178099.72,101625.74,76473.98,23920.01,52553.97,188981.42,-10881.71,29.51,24.59,INR
ORD-103163,14-05-2024,FY2024,Q2,May,Central,Technology,Monitor,Corporate,Amit,17,654408.95,401038.06,253370.88,66517.33,186853.55,662246.96,-7838.02,28.55,-2.78,INR
ORD-100458,14-05-2024,FY2024,Q2,May,South,Consumer Goods,Travel Bag,Corporate,Anjali,17,676112.45,396563.65,279548.8,125909.6,153639.2,666100.41,10012.04,22.72,14.93,INR
ORD-102106,14-05-2024,FY2024,Q2,May,North,Office Supplies,Notebook,Consumer,Neha,6,293906.1,156082.87,137823.23,29576.64,108246.6,289259.08,4647.02,36.83,9.48,INR
ORD-102066,14-05-2024,FY2024,Q2,May,West,Technology,Smartphone,Consumer,Priya,19,342325.41,243325.67,98999.74,36472.58,62527.16,348213.41,-5888,18.27,-0.27,INR
ORD-104511,14-05-2024,FY2024,Q2,May,West,Office Supplies,File Folder,Consumer,Rohit,17,164081.99,127511.26,36570.72,23206.27,13364.46,149720.1,14361.89,8.14,23.83,INR
ORD-103847,14-05-2024,FY2024,Q2,May,East,Furniture,Cabinet,Consumer,Rahul,12,335977.35,257971.79,78005.56,39969.32,38036.24,369307.61,-33330.26,11.32,19.5,INR
ORD-103621,15-05-2024,FY2024,Q2,May,West,Furniture,Bookshelf,Corporate,Neha,6,255491.32,172313.28,83178.04,37365.04,45813,236231.28,19260.05,17.93,20.77,INR
ORD-101336,15-05-2024,FY2024,Q2,May,West,Healthcare,Medical Kit,Corporate,Neha,9,260136.26,135373.92,124762.33,34958.9,89803.43,259322.97,813.29,34.52,9.61,INR
ORD-102355,15-05-2024,FY2024,Q2,May,North,Technology,Smartphone,Corporate,Rohit,8,125158.63,72921.44,52237.2,23978.09,28259.1,127180.75,-2022.12,22.58,8.5,INR
ORD-100515,16-05-2024,FY2024,Q2,May,East,Office Supplies,Pen Set,Corporate,Rahul,5,21029.99,12248.57,8781.41,2551.64,6229.78,23456.18,-2426.19,29.62,13.37,INR
ORD-100921,16-05-2024,FY2024,Q2,May,North,Furniture,Conference Table,Consumer,Rahul,4,162654.47,100357.18,62297.29,24001.31,38295.98,168063.32,-5408.85,23.54,24.59,INR
ORD-104538,16-05-2024,FY2024,Q2,May,West,Furniture,Bookshelf,Small Business,Rohit,8,393131.31,274033.21,119098.1,41116.5,77981.6,366102.18,27029.13,19.84,23,INR
ORD-104939,16-05-2024,FY2024,Q2,May,South,Consumer Goods,Backpack,Corporate,Anjali,5,123036.58,66658.76,56377.82,15305.23,41072.59,122771.87,264.71,33.38,-6.11,INR
ORD-100793,17-05-2024,FY2024,Q2,May,West,Consumer Goods,Backpack,Small Business,Rahul,13,43885.2,23156.37,20728.82,5582.07,15146.75,39906.93,3978.27,34.51,0.2,INR
ORD-104007,17-05-2024,FY2024,Q2,May,Central,Furniture,Office Chair,Corporate,Amit,1,17465.35,12813.95,4651.39,1921.02,2730.37,16271.77,1193.57,15.63,0.72,INR
ORD-104193,17-05-2024,FY2024,Q2,May,West,Consumer Goods,Backpack,Consumer,Sneha,10,82006.19,53223.82,28782.37,9119.68,19662.7,84437.97,-2431.78,23.98,15.22,INR
ORD-100105,17-05-2024,FY2024,Q2,May,West,Technology,Monitor,Corporate,Rohit,2,93410.56,66463.68,26946.88,17107.25,9839.63,99560.95,-6150.4,10.53,-5.55,INR
ORD-104600,17-05-2024,FY2024,Q2,May,Central,Technology,Printer,Corporate,Rahul,13,153062.8,84003.1,69059.69,18236.75,50822.94,149427.97,3634.83,33.2,9.8,INR
ORD-100095,17-05-2024,FY2024,Q2,May,East,Furniture,Office Chair,Small Business,Neha,8,202720.77,131443.38,71277.39,34674.73,36602.66,215932.76,-13211.99,18.06,12.92,INR
ORD-104959,17-05-2024,FY2024,Q2,May,West,Office Supplies,Stapler,Consumer,Vikas,8,130993.65,69565.09,61428.57,18775.77,42652.8,145500.7,-14507.05,32.56,6.17,INR
ORD-101468,18-05-2024,FY2024,Q2,May,East,Furniture,Cabinet,Consumer,Sneha,13,92688.27,61517.44,31170.82,19301.55,11869.27,98384.13,-5695.86,12.81,9.11,INR
ORD-103080,18-05-2024,FY2024,Q2,May,East,Technology,Printer,Corporate,Amit,13,378364.4,239196.58,139167.82,54948.99,84218.83,413685.18,-35320.78,22.26,7.45,INR
ORD-103297,18-05-2024,FY2024,Q2,May,Central,Technology,Smartphone,Consumer,Anjali,2,23462.74,15321.47,8141.27,2889.62,5251.65,22654.31,808.42,22.38,2.32,INR
ORD-100727,18-05-2024,FY2024,Q2,May,West,Healthcare,First Aid Box,Corporate,Vikas,6,275522.09,208815.42,66706.67,56447.89,10258.78,282143.58,-6621.5,3.72,-7.74,INR
ORD-102238,18-05-2024,FY2024,Q2,May,South,Technology,Laptop,Small Business,Priya,5,123277.62,76597.17,46680.44,13374.53,33305.91,136991.13,-13713.52,27.02,-6.65,INR
ORD-103097,19-05-2024,FY2024,Q2,May,West,Office Supplies,Stapler,Corporate,Sneha,11,122869.84,72028.76,50841.08,17929.71,32911.37,133286.9,-10417.06,26.79,14.45,INR
ORD-103563,19-05-2024,FY2024,Q2,May,West,Office Supplies,File Folder,Consumer,Rohit,11,453229.22,342865.41,110363.81,43306.27,67057.54,475529.97,-22300.74,14.8,17.38,INR
ORD-103461,19-05-2024,FY2024,Q2,May,Central,Healthcare,Thermometer,Consumer,Sneha,5,165842.82,112448.05,53394.77,35802.1,17592.67,152941.52,12901.3,10.61,-2.34,INR
ORD-102429,19-05-2024,FY2024,Q2,May,Central,Office Supplies,File Folder,Consumer,Sneha,19,70199.97,51572.49,18627.48,12000.2,6627.28,67215.88,2984.09,9.44,7.38,INR
ORD-104354,19-05-2024,FY2024,Q2,May,South,Technology,Tablet,Consumer,Amit,1,19552.8,15159.27,4393.53,1943.34,2450.19,18595.72,957.07,12.53,12.66,INR
ORD-100480,19-05-2024,FY2024,Q2,May,West,Healthcare,BP Monitor,Consumer,Vikas,10,98066.57,69417.67,28648.89,21533.7,7115.2,107959.02,-9892.45,7.26,7.74,INR
ORD-103903,20-05-2024,FY2024,Q2,May,North,Office Supplies,Paper Pack,Consumer,Neha,17,649061.74,358676.69,290385.05,83532.91,206852.14,637233.53,11828.21,31.87,5.25,INR
ORD-104521,20-05-2024,FY2024,Q2,May,Central,Office Supplies,Stapler,Corporate,Anjali,14,551052.16,404862.7,146189.47,78574.44,67615.02,513524.22,37527.94,12.27,-4.55,INR
ORD-101166,20-05-2024,FY2024,Q2,May,East,Consumer Goods,Travel Bag,Consumer,Rahul,13,215505.62,137956.03,77549.6,24840.02,52709.58,198842.15,16663.47,24.46,13.38,INR
ORD-102896,21-05-2024,FY2024,Q2,May,North,Office Supplies,File Folder,Consumer,Sneha,9,105874.16,79116.14,26758.02,18301,8457.01,114092.68,-8218.52,7.99,19.8,INR
ORD-104518,21-05-2024,FY2024,Q2,May,Central,Technology,Monitor,Corporate,Priya,18,626692,432287.55,194404.45,53748.05,140656.4,606876.32,19815.68,22.44,15.17,INR
ORD-104420,22-05-2024,FY2024,Q2,May,East,Furniture,Conference Table,Consumer,Rahul,12,455088.59,286172.99,168915.6,40508.15,128407.45,412971.78,42116.81,28.22,17.06,INR
ORD-103620,22-05-2024,FY2024,Q2,May,South,Technology,Tablet,Consumer,Vikas,10,40491.38,23922.93,16568.44,6486.3,10082.14,40231.74,259.63,24.9,6.05,INR
ORD-103231,22-05-2024,FY2024,Q2,May,East,Technology,Laptop,Corporate,Rahul,3,40978.06,29281.2,11696.86,4536.91,7159.94,38248.14,2729.92,17.47,19.49,INR
ORD-104768,22-05-2024,FY2024,Q2,May,South,Office Supplies,Stapler,Consumer,Priya,16,518854,364304.58,154549.42,69914.4,84635.02,467176.38,51677.62,16.31,3.41,INR
ORD-102718,22-05-2024,FY2024,Q2,May,South,Office Supplies,Stapler,Corporate,Anjali,12,298777,198542.52,100234.48,57128.09,43106.38,298889.14,-112.14,14.43,7.6,INR
ORD-102241,22-05-2024,FY2024,Q2,May,West,Technology,Printer,Consumer,Vikas,14,605730.69,439360.12,166370.57,94743.48,71627.09,671886.58,-66155.88,11.82,19.34,INR
ORD-104549,22-05-2024,FY2024,Q2,May,South,Technology,Tablet,Corporate,Anjali,4,168675.25,108661.51,60013.74,15657.12,44356.62,162018.62,6656.63,26.3,22.35,INR
ORD-100046,23-05-2024,FY2024,Q2,May,West,Technology,Tablet,Corporate,Rohit,5,99755.53,63836.46,35919.07,16451.99,19467.08,100854.41,-1098.88,19.51,20.41,INR
ORD-103112,23-05-2024,FY2024,Q2,May,North,Technology,Monitor,Consumer,Neha,12,598299.39,382744.54,215554.85,102574.15,112980.7,544980.79,53318.6,18.88,-6.29,INR
ORD-102614,23-05-2024,FY2024,Q2,May,North,Office Supplies,Paper Pack,Corporate,Rahul,7,287159.52,165640.15,121519.37,41340.87,80178.5,315418.85,-28259.33,27.92,2.1,INR
ORD-103307,23-05-2024,FY2024,Q2,May,Central,Technology,Printer,Consumer,Anjali,12,494178.86,336718.44,157460.42,56056.74,101403.68,539708.73,-45529.87,20.52,6.05,INR
ORD-101749,23-05-2024,FY2024,Q2,May,South,Healthcare,First Aid Box,Corporate,Rahul,9,246369.23,169584.43,76784.8,25679.87,51104.93,234476.43,11892.8,20.74,10.28,INR
ORD-101676,23-05-2024,FY2024,Q2,May,West,Consumer Goods,Travel Bag,Consumer,Rahul,16,558679.75,322096.25,236583.49,87986.62,148596.87,582104.7,-23424.96,26.6,14.34,INR
ORD-100205,24-05-2024,FY2024,Q2,May,West,Healthcare,BP Monitor,Consumer,Amit,5,154415.24,113165.45,41249.79,16144.63,25105.16,167792.48,-13377.23,16.26,13.43,INR
ORD-101850,24-05-2024,FY2024,Q2,May,North,Office Supplies,Pen Set,Consumer,Anjali,19,216129.52,153776.99,62352.53,22194.26,40158.28,229933.86,-13804.34,18.58,5.73,INR
ORD-103956,24-05-2024,FY2024,Q2,May,West,Healthcare,BP Monitor,Consumer,Sneha,16,582260.12,436901.47,145358.65,110621.18,34737.47,644586.5,-62326.38,5.97,12.21,INR
ORD-101876,24-05-2024,FY2024,Q2,May,South,Consumer Goods,Water Bottle,Consumer,Priya,16,663883.11,348454.12,315428.99,91619.65,223809.33,601477.33,62405.78,33.71,8.37,INR
ORD-100459,25-05-2024,FY2024,Q2,May,North,Technology,Monitor,Consumer,Sneha,3,74022.87,52415.3,21607.56,13902.99,7704.57,75785.81,-1762.94,10.41,5.09,INR
ORD-100023,25-05-2024,FY2024,Q2,May,East,Consumer Goods,Headphones,Corporate,Amit,13,414958.1,312212.86,102745.24,86405.23,16340.01,446735.61,-31777.51,3.94,13.96,INR
ORD-102658,25-05-2024,FY2024,Q2,May,East,Technology,Monitor,Corporate,Rohit,16,480694.68,252994.45,227700.22,100485.42,127214.81,450539.09,30155.58,26.46,11.92,INR
ORD-101500,25-05-2024,FY2024,Q2,May,East,Office Supplies,Stapler,Consumer,Rohit,18,577312.88,445639.77,131673.12,60620.53,71052.59,563983.03,13329.86,12.31,8.1,INR
ORD-100545,25-05-2024,FY2024,Q2,May,East,Technology,Printer,Corporate,Sneha,5,140782.73,95200.98,45581.75,30121.74,15460.01,141337.33,-554.6,10.98,9.69,INR
ORD-103325,26-05-2024,FY2024,Q2,May,North,Technology,Tablet,Consumer,Rahul,9,31144.68,17367.5,13777.17,5032.42,8744.75,30027.48,1117.19,28.08,17.34,INR
ORD-100284,26-05-2024,FY2024,Q2,May,East,Technology,Smartphone,Small Business,Sneha,7,223418.57,130195.49,93223.08,47367.17,45855.91,222310.68,1107.88,20.52,12.72,INR
ORD-100331,27-05-2024,FY2024,Q2,May,East,Technology,Monitor,Corporate,Sneha,5,236912,151130.09,85781.9,32486.38,53295.53,244933.38,-8021.38,22.5,16.23,INR
ORD-101488,27-05-2024,FY2024,Q2,May,East,Consumer Goods,Water Bottle,Consumer,Neha,1,16682.17,11224.02,5458.15,1564.74,3893.41,15785.73,896.44,23.34,3.8,INR
ORD-104532,27-05-2024,FY2024,Q2,May,Central,Healthcare,Medical Kit,Consumer,Anjali,2,96050.13,62250.73,33799.4,18465.43,15333.97,88408.77,7641.36,15.96,-3.12,INR
ORD-104982,27-05-2024,FY2024,Q2,May,Central,Office Supplies,Stapler,Consumer,Sneha,13,121499.07,69394.67,52104.4,14375.91,37728.49,134097.44,-12598.37,31.05,18.03,INR
ORD-100767,27-05-2024,FY2024,Q2,May,East,Healthcare,Gloves,Consumer,Vikas,5,4793.54,2760.94,2032.6,504.6,1528,5356.22,-562.68,31.88,-7.66,INR
ORD-103554,28-05-2024,FY2024,Q2,May,South,Technology,Laptop,Consumer,Priya,15,106386.49,76550.66,29835.84,20147.3,9688.54,102461.15,3925.34,9.11,5.23,INR
ORD-100963,28-05-2024,FY2024,Q2,May,North,Consumer Goods,Headphones,Consumer,Sneha,4,126196.05,91990.78,34205.27,11869.26,22336.01,115287.04,10909.01,17.7,15,INR
ORD-102396,28-05-2024,FY2024,Q2,May,East,Healthcare,BP Monitor,Small Business,Priya,18,646985.61,399170.28,247815.34,54091.81,193723.52,696829.57,-49843.96,29.94,15.4,INR
ORD-101396,29-05-2024,FY2024,Q2,May,East,Office Supplies,Stapler,Corporate,Rohit,11,188205.96,114665.91,73540.05,22467.87,51072.18,203606.34,-15400.38,27.14,-3.64,INR
ORD-102007,29-05-2024,FY2024,Q2,May,Central,Office Supplies,Pen Set,Corporate,Rohit,16,663261.17,451871.76,211389.41,132119.2,79270.21,665904.05,-2642.88,11.95,14.09,INR
ORD-103630,29-05-2024,FY2024,Q2,May,West,Office Supplies,File Folder,Consumer,Sneha,9,341153.61,239838.87,101314.73,69680.97,31633.77,326904.75,14248.86,9.27,-0.94,INR
ORD-101732,29-05-2024,FY2024,Q2,May,West,Office Supplies,Paper Pack,Small Business,Priya,7,291325.81,166073.84,125251.96,38098.28,87153.69,273163.69,18162.11,29.92,-2.72,INR
ORD-102017,29-05-2024,FY2024,Q2,May,Central,Technology,Printer,Corporate,Anjali,18,404646.63,254308.72,150337.91,38045.25,112292.65,424722.4,-20075.77,27.75,-1.95,INR
ORD-104798,30-05-2024,FY2024,Q2,May,West,Office Supplies,Paper Pack,Consumer,Neha,14,244856.83,129629.26,115227.57,47158.7,68068.87,263756.43,-18899.6,27.8,7.58,INR
ORD-102336,30-05-2024,FY2024,Q2,May,Central,Healthcare,First Aid Box,Consumer,Rohit,15,165006.95,124847.09,40159.87,16420.33,23739.54,167481.13,-2474.18,14.39,-5.31,INR
ORD-100708,30-05-2024,FY2024,Q2,May,North,Consumer Goods,Calculator,Small Business,Rohit,3,131691.54,101768.44,29923.09,26400.32,3522.78,145711.35,-14019.81,2.68,-2.77,INR
ORD-102884,30-05-2024,FY2024,Q2,May,North,Healthcare,Medical Kit,Corporate,Priya,2,90158.27,59246.76,30911.5,7638.94,23272.56,92182.41,-2024.14,25.81,-1.01,INR
ORD-101432,30-05-2024,FY2024,Q2,May,South,Technology,Printer,Corporate,Neha,12,435467.33,276956.88,158510.46,85584.2,72926.25,406314.72,29152.61,16.75,12.34,INR
ORD-100365,30-05-2024,FY2024,Q2,May,South,Office Supplies,File Folder,Small Business,Vikas,12,198867.56,130708.37,68159.19,26768.62,41390.56,191475.75,7391.8,20.81,-1.72,INR
ORD-101290,30-05-2024,FY2024,Q2,May,East,Office Supplies,File Folder,Corporate,Sneha,5,113868.8,63315.23,50553.57,9243.44,41310.14,105010.16,8858.64,36.28,7.83,INR
ORD-102061,30-05-2024,FY2024,Q2,May,West,Technology,Tablet,Small Business,Sneha,10,275709.02,190339.35,85369.66,38941.93,46427.74,263974.02,11735,16.84,15.55,INR
ORD-103170,31-05-2024,FY2024,Q2,May,North,Office Supplies,Pen Set,Corporate,Neha,13,64706.93,34926.19,29780.75,12812.95,16967.8,71754.05,-7047.12,26.22,1.05,INR
ORD-102622,31-05-2024,FY2024,Q2,May,West,Technology,Tablet,Small Business,Sneha,19,647962.6,450543.62,197418.99,55921,141497.99,705431.53,-57468.92,21.84,11.51,INR
ORD-100813,31-05-2024,FY2024,Q2,May,West,Furniture,Conference Table,Consumer,Vikas,1,45864.36,28520.31,17344.06,7839.95,9504.11,44678.88,1185.48,20.72,-4.46,INR
ORD-101702,31-05-2024,FY2024,Q2,May,East,Furniture,Office Chair,Consumer,Neha,3,98351.47,65612.52,32738.95,17765.63,14973.33,109866.59,-11515.12,15.22,-6.82,INR
ORD-101534,31-05-2024,FY2024,Q2,May,East,Technology,Printer,Small Business,Rohit,16,76894.03,56862.09,20031.94,6574.07,13457.87,76056.55,837.47,17.5,24.59,INR
ORD-103201,01-06-2024,FY2024,Q2,June,South,Technology,Smartphone,Corporate,Rohit,9,313430.75,226217.61,87213.14,25314.09,61899.05,283194.89,30235.86,19.75,17.05,INR
ORD-100549,01-06-2024,FY2024,Q2,June,East,Technology,Tablet,Consumer,Amit,7,201902.75,156214.01,45688.75,29297.91,16390.83,211760.03,-9857.28,8.12,1.93,INR
ORD-103483,01-06-2024,FY2024,Q2,June,Central,Office Supplies,Paper Pack,Consumer,Anjali,14,360828.71,218087.88,142740.83,43513.06,99227.77,366377.7,-5548.98,27.5,18.14,INR
ORD-104872,01-06-2024,FY2024,Q2,June,West,Furniture,Bookshelf,Small Business,Vikas,11,523585.54,343240.37,180345.17,64706.97,115638.2,476349.49,47236.05,22.09,-7.9,INR
ORD-100246,01-06-2024,FY2024,Q2,June,West,Technology,Tablet,Consumer,Anjali,13,424847.73,330263.66,94584.07,51918.46,42665.61,434920.78,-10073.05,10.04,-4.91,INR
ORD-103705,02-06-2024,FY2024,Q2,June,West,Technology,Laptop,Consumer,Neha,6,288404.73,176910.73,111494,40961.51,70532.48,286347.02,2057.71,24.46,22.96,INR
ORD-102857,02-06-2024,FY2024,Q2,June,North,Office Supplies,Pen Set,Consumer,Vikas,13,393353.49,243615.84,149737.66,60283.72,89453.94,424090.64,-30737.15,22.74,5.7,INR
ORD-101844,02-06-2024,FY2024,Q2,June,Central,Healthcare,Gloves,Consumer,Rahul,17,466657.38,305479.58,161177.8,64102.09,97075.71,442647.9,24009.48,20.8,1.2,INR
ORD-103158,02-06-2024,FY2024,Q2,June,Central,Furniture,Bookshelf,Consumer,Neha,3,44750.41,31083.13,13667.28,8692.15,4975.13,48278.95,-3528.54,11.12,2.46,INR
ORD-102621,03-06-2024,FY2024,Q2,June,West,Office Supplies,Stapler,Corporate,Priya,1,27582.83,20647.52,6935.31,2422.38,4512.93,25070.59,2512.24,16.36,2.89,INR
ORD-102489,03-06-2024,FY2024,Q2,June,North,Furniture,Cabinet,Corporate,Anjali,1,34574.12,22329.52,12244.6,6940.18,5304.42,36078.01,-1503.9,15.34,-3.06,INR
ORD-101316,03-06-2024,FY2024,Q2,June,West,Office Supplies,Notebook,Small Business,Anjali,3,36201.52,18974.15,17227.37,6070.73,11156.64,33632.16,2569.36,30.82,17.21,INR
ORD-102958,03-06-2024,FY2024,Q2,June,Central,Office Supplies,Pen Set,Small Business,Neha,5,61389.33,36174.2,25215.13,5693.94,19521.19,58745.12,2644.21,31.8,-2,INR
ORD-101933,03-06-2024,FY2024,Q2,June,Central,Furniture,Conference Table,Consumer,Amit,4,129718.32,68106.37,61611.95,24333.13,37278.82,128714.52,1003.8,28.74,18.18,INR
ORD-102929,03-06-2024,FY2024,Q2,June,East,Technology,Smartphone,Corporate,Anjali,12,546078.32,353463.9,192614.42,87205.48,105408.94,582506.77,-36428.46,19.3,18.13,INR
ORD-104234,03-06-2024,FY2024,Q2,June,Central,Technology,Monitor,Consumer,Amit,15,146413.01,112514.33,33898.68,30623.44,3275.25,147360.16,-947.14,2.24,7.21,INR
ORD-104626,03-06-2024,FY2024,Q2,June,East,Healthcare,Thermometer,Small Business,Amit,18,234125.58,168049.12,66076.47,37235.46,28841,249112.65,-14987.06,12.32,23.26,INR
ORD-101644,04-06-2024,FY2024,Q2,June,North,Consumer Goods,Headphones,Corporate,Priya,10,64387.78,40337.97,24049.8,10624.41,13425.4,69339.56,-4951.79,20.85,9.53,INR
ORD-101190,04-06-2024,FY2024,Q2,June,Central,Furniture,Desk,Corporate,Vikas,7,167996.58,94494.6,73501.99,29098.74,44403.25,172081.22,-4084.64,26.43,5.72,INR
ORD-100986,04-06-2024,FY2024,Q2,June,East,Office Supplies,Notebook,Consumer,Rohit,13,103521.46,72860.96,30660.51,12413.16,18247.35,105353.64,-1832.17,17.63,22.3,INR
ORD-103093,04-06-2024,FY2024,Q2,June,Central,Office Supplies,Notebook,Small Business,Anjali,18,664309.91,473870.84,190439.07,91492.06,98947.01,685620.24,-21310.33,14.89,0.02,INR
ORD-100077,04-06-2024,FY2024,Q2,June,North,Technology,Tablet,Consumer,Rahul,1,23974.95,16328.91,7646.05,3999.16,3646.89,23559.18,415.78,15.21,-1.96,INR
ORD-104817,04-06-2024,FY2024,Q2,June,South,Consumer Goods,Backpack,Corporate,Rahul,15,112199.66,70715.33,41484.33,11559.88,29924.45,102979.44,9220.22,26.67,1.41,INR
ORD-101331,04-06-2024,FY2024,Q2,June,Central,Consumer Goods,Travel Bag,Corporate,Amit,17,843321.26,511138.2,332183.06,154321.6,177861.46,922508.96,-79187.7,21.09,17.47,INR
ORD-101961,05-06-2024,FY2024,Q2,June,North,Technology,Tablet,Corporate,Sneha,9,108817.09,75640.53,33176.56,21079.41,12097.15,111003.16,-2186.07,11.12,17.07,INR
